name,polyline,osm_source
Saint George's West Gardens,anaGuf|xRsCaC`EeFJCjAx@o@v@jA~@p@{@|AfARYHHWzAw@|CyGjJcCoCi@m@,name_pattern
Lavender Gardens,aj~Fgs|xRtCvCKzAHrA{@FkAiAp@m@aAiAcAmA,name_pattern
Masonic Hall Driveway,gn{F}`zxRHTAB[n@OE`A\,highway_name
Bedok Reservoir Floating Platform,ssdGwrhyRBS?CFCF@?A\F@A?C]G@IUEACHECCIDCE?KC?AJA@ADPXAFCT?RAf@CRGTGLKNGLKVALG@Ij@DBCRA^C@C?ALZD?CXB?A@AYE?CIACE@_@BQBCNBHi@OCAE@MHUFKF?D@\D?C@C_@EBIB@BME?@EDUDS?g@,highway_name
Rasau Walk,ekcGmnbxRNFLAH@FDBFALDJJBH?FEBIBQDGHCJ@FF@H?J@FBBB?D?F?FBBDBHDDFBD?FALEF?F@BD@HCH@FBBF@DADGAI?IBGJCHDBF?HCFAHBF@B,highway_name
Park Connector Network,wsbG_`bxR[@UEKChAF}AOOGQEO?EAI?O?O@UFODOFQHSFELGJ_GFDFRRXPHD\FV@`@?b@GPETMJMDGsn@OORAPGl@EJQNURITIl@EVSXKLGDWLoA\_@TKLONWNq@RYP_@b@S`@EPObAGnAcHzFh@kA`@GJIV[NMj@Y^URYp@uApqAiv@k@R[TSTKVGXAZBVHd@Ld@T`@P`@Rl@J^Dp@@t@?j@Eh@Kf@Sh@Wj@S`@CV@XFRHX@PANKRq@fA[j@KTW^c@d@UHOFpH}a@\BRHJJNDNAJGFK@MAOKKOCOA_@HwTre@BDBFAFEF@NaGELi@h@~@Ic@cAgB_@Qk@MMDGDu@XOHMH]^ULUBO?WEc@SO?SBS@YGWOYYmBcAqA_@e@_@GIfPv@[O]KeDk@i@U[Ug@i@OEO?SHkAf@eElC_e@|[kAC^?ze@s[iAXw@HkADuBJy@@MD,highway_name
Loop Plaza,ohbGeccxRz@BFXHA?G?ELMJ?CICEIBI@ECACCIMB,highway_name
Jurong Lake Gardens Gym,u|bG}}axRJE@PHJJNHJBH@g@ACCGQMCGAI@KBGDGFAFAF?F@JDFLBJKpB?DBDJBNBPCJ@D@@DCf@ADC@wAEECCCDu@Aa@CIGGMQ,name_pattern
ABC Waters,a_eGspaxRl@h@FAcAHToA@]AUAMK]IYEQ?Y?IJe@,highway_name
Nanyang Valley,e`fGkczwR@D,highway_name
Whampoa Gardens Community Garden,y|aG}w{xRRWd@`@QV,name_pattern
Guoco Midtown Square,ek|Feu{xRFFGHQPIHYYGH}@aAj@m@PLIHDD|@x@,name_pattern
Central Square,mzxF_rzxRRLyAhCINEH_@l@GL_Ai@IBc@WRUBEFEXW@@@?DIFIR_@lAwBB@~@h@CBqxBp~MVG`@KREG_@a@IGASE?FAH,name_pattern
Our Tampines Hub,glgGgqkyRJK?o@?O?_BTe@AmFDS,highway_name
Cave,gaaGcctxRECEA,highway_name
Cashew Link Playground,sxjG}hjxRf@CDI_@w@KDGIQHECOYSR]_@AGGDGBBLBp@dBE,name_pattern
Lor Napiri,izjGmu_yRBe@,highway_name
Former Green Canteen,ec{Fa|lxRt@[BFJGGOM@MIUAMWGKE??FAd@BPB?BL,name_pattern
Hooper Road Playground,uj_Gu}xxRy@JBJ@FFb@VLRzBb@BBQNI?[`CDDSkEiB,name_pattern
Old Upper Thomson Road Park Connector,yalGm{uxRIDOLE@{AHc@FiBtAS^kAtCc@vAC`@@d@DP^fAXh@\`@`BlAR\F`@Cb@[t@yCpCQb@@n@RlAAbAIj@[h@_Ap@o@^_@n@Ih@CfA@~@J`ATpAf@rCBX?ZATCF_@PSB_@C]IeO}G{BUaDMkB?{@NsDxAa@TEXAVAX@XBb@r@xBBXEv@OZc@`@k@D_@CcCe@OOuAqD_@Ke@Ea@BaA\kAXyAIcC_@OECG,highway_name
Leaders Square,}gcGyrwwRpCgF~A|@oCdF,highway_name
Lakeside Grove Playground,_wdGgo`xR]o@fAKNINV,name_pattern
Rambutan Trail,_qmGshtxRGLk@K_AOMa@N_@a@sD@H[nBtDzAHSKt@XiA?c@?c@EM,highway_name
Macaque Trail,_slGm|txRHe@a@cAROIm@RKIkAFSPm@FKTBb@?LJLI?OPDd@GJGP?^G,highway_name
Eaton Place,_jhGmr_yRL?LLcBp@,highway_name
Lorong Pelita,_`mG_vtxRk@[{@m@eAm@gDmB,highway_name
Old Hainanese Village,sulGeztxR_@Fc@@[D[Aq@f@`G}Bs@G,highway_name
Cemetery Central Street 32,_wlGqgzwR@t@AeC?_A,highway_name
Cemetery North Street 16,mcmGm`zwRoBB{A?{@?k@?e@?Q@hNCS?,highway_name
Garden Link,}qiG}fnyRZ],highway_name
Tanjong Pagar Drive 2,myvFsbyxR~@{@|DkD,highway_name
Singapore Botanic Gardens Gallop Extension,es_GqdrxR{@IyBSu@SSEYEa@GOCg@IMQYm@XIPKPSd@k@JF@A?KBKBKFSDSJKFIFCXI~@Wp@Uz@c@h@_@^Qp@i@r@s@p@cAh@u@JEJAJ?PDNDP@~AO^CCYNAvFq@kAt@y@~@q@v@m@j@gAtAa@pAoBlC,name_pattern
Nangka Trail,e}eGk}lxRNWZ]VYPY^y@HQNOPMt@_@LM@GAIMOEECA]?IE_@c@MMOMCAo@_@SOY_@,highway_name
Mini Street 61 Park,c`mGugxxRnAxCRd@VKMc@]_Ao@aB,name_pattern
Serangoon Gardens Neighbourhood Police Post,chiGil}xRGEC??AI??LB?@@EDFD,name_pattern
Queen Street Car Park,u}|FgzzxR|@iAPNl@d@}@hA,name_pattern
Jalan Gelatek,imtGuqzwR_@fA_AhBg@`@_@XcBv@uARyFr@sAUsDw@cBTyBv@ho@uPqFjAcD~A,highway_name
Bukit Panjang Station Square,kglGibixR??jB]TEMu@Oy@NENdARtA_@Hc@JI@y@XAE,highway_name
Boulevard Extension,afsGskeyRETY~@CHs@bAwB~C,highway_name
Mera Terrace Playground,}_fGyhpyRH_@OQ]GWIEL]MBKc@O_@G]IMbAhEt@,name_pattern
City Green,oc_Gsj{xR_B~@uAmAJMe@c@xAy@DCTn@x@p@PN,name_pattern
Capital Tower Plaza,anxFcsyxRQ?c@EjA_Cn@`@T\FHy@x@W@FQQI,highway_name
Crystal Heights,siyFqsmxRX_@\VW^,name_pattern
Rifle Range Underpass,ofeG_dmxRBL@FAFIfA@J?HBNBR,highway_name
Aroozoo Lane,ejgGgs`yRqDj@MB,highway_name
Jalan Labu Merah,{zeGi|~xRADM`B,highway_name
Dover Heights,gv}FormxRClBuJIAcAjBcEhD^ExB,name_pattern
Dover Gardens,{u}Fc{lxRgAgBk@]iJwAjBlJTZp@d@~@q@,name_pattern
Merah Heights,k{yFsmsxR?`@z@^QdA[`Bz@RR@NGdB}D,name_pattern
Depot Heights,eeyFkcsxRB?hEVCt@_ApLg@tDg@rBW~BWtB{@nHcChBKeB@kABu@Fs@\{Bj@yET}BJgB,name_pattern
Sceneca Square/Sceneca Residence,}jbGmwlyRYcAIc@YgAUQzCy@Nj@c@VZhAp@LRj@,name_pattern
Punggol Coast Road,e`sGcdfyRD_@pA{EOl@UpBI\ANCPWWFo@De@RgAJ[Vu@\k@VHiBhIvZqTILSMHK,highway_name
Farrer Gardens,ss`GwgrxRhFzHLLDF^h@PRPPPRZZDE\\DG|@u@sBiBJK]c@e@c@YWV]b@\dElDRtAoAfAlF|Fm@l@Cl@gB?QMqC_GoOcN,name_pattern
Botanic Gardens,ogaGetsxRAl@?@F??F@p@z@bCMPnB|AIRCJCZwAOk@QWQW@QOCe@V]SOH{@D}@OA]CR}DXGEr@F@AF,name_pattern
Baggage Storage,arhGwruyRHFHHHGFCCEMOGE?@CA?BB@ABCA,highway_name
Pasir Panjang Hill Brethren Church,ebyFgumxRx@f@AL]HBHE@CIQKDGAAFIYQ,name_pattern
Barossa Gardens,ufyF{imxRf@y@tBhCw@`@_BkB,name_pattern
Boon Lay Grove,aofGgq~wRuBuDbGgDtBtD,name_pattern
Boon Lay Green,kbfGwp~wRYGEGCGmB_DuBuDf@[JWPDlFv@jAZpAx@RLl@|@GTmBpASJgBjA,name_pattern
Gryphon Terrace,sa{Fi{kxRtElAOf@C?kEeA,name_pattern
Gryphon Terrace swimming pool,i_{FcykxRBIRDEJ,name_pattern
Palm Green,sg{FcpjxRUjAFBjBf@XHVoA,name_pattern
Balestier Hill Shopping Centre,m_bGa_yxRFPPJP@b@bAPf@FTPRb@VHb@nD`@OdAeEYmCNMGSa@WaHrK|FYC@MXB,name_pattern
Changi Airport PTB1,__iGcluyRNc@FGFEAGDGFELEAEQDBGFEPEAESFBEDGRGAESFBEFGPGAEQFBGFENGAEQFDGDEPECEQFBIHENEAESFBEFGPCDODAl@kBMWAE?EJWDBM^XHEJq@pBEBOd@Qh@M\GRK\A@QGQh@A?K\,highway_name
Mini Golf Ruins,wetFc`txRGFKH@BBCDAFA?@GBE@CBC@KHKHQNQTKVQ`@MTKZL@HW,highway_name
Terrace Chinese Kitchen,}|hG_suyRPi@LDQj@,name_pattern
Marine Terrace Haven,k}}ForfyRjA}SeBMmG`AvAbRhAM,name_pattern
Parkway Women & Fertility Clinic,ce}FoaeyRBCEGDCJPIF,name_pattern
Serangoon Gardens,qoiGqb}xRv@gB_Aa@uA~CaBo@PmCfDPNo@b@@nClAp@{Al@^w@fBGBICcAxBo@UG@e@A,name_pattern
Millenia Walk,mp{Fm}{xRA??J?B@??D?FA?ANB@E^???R?B@?APA??HAVF@PD@]B?@_@@e@@c@D?BgA@w@^@jBBF@@?@?D?J?B?H?H@J?J??CBu@F?D?NC?[E@I?M@?C?E@E?Y?A?C?ER??SCKEMCIE?ACGQ}@CCr@?FMZOXAB?@A@?@EHgACC???c@AMXC?CAO?Q?QAM?A?OG?E?CCC??GCq@A?B?B?F?LAD?P?BAR?BAf@?J?@?F|AY@a@x@BAZA?@TA??LK??N@?,name_pattern
Goldhill Plaza,gj`G}yxxRLf@o@iCNj@c@cBSy@BJ,highway_name
Tras Link,kgxFk_yxRDW?CWpB@IF],highway_name
Havelock Square,qfzFcbyxR_@b@t@{@x@k@Q@IF,highway_name
Central Manpower Base,qljG_iixRb@tEx@d@d@`AzMwD|AeCJoFTaAj@e@g@_CYIi@VqAf@yBpAeEzCuBpA,name_pattern
Walkway with shelter,glyFk_vxRw@_@OGg@SuAlMNSBEt@qBRm@X{@b@cAVg@P_@@GcLrGXJPFFFNF\NXLHD`A`@DBFBtAmMw@]GAKGEfDFCAG@IBEDAB@D@BHBA,highway_name
Nihon Food Street,}o{Fs`|xRAZA?@T??ALK??N@?ATA??J?B@??D?FA?ANB@E^???R?B@?APA??BTD@_@B?@@@?@_@?E?C@_@?MBaB@M?AB?@?F?@Sa@B,name_pattern
New Retail Ammenity Carpark Entry,shaGmgzxRSP,highway_name
JPG Main Walkway,kbdGo}exR@fDa@??`@@b@,highway_name
ComChest Green,mzuFolqxRwC}GA?C?s@j@aBiBUW{@n@DDBDb@`@z@~@pAHRTHA@@fAjA?@@?xA`B,name_pattern
Hullet Rise,ep}Fq~wxR]vA~@R\uA,name_pattern
Residences at Emerald Hill,g`~FuaxxRBk@fBGHjB,name_pattern
111 Emerald Hill,{|}FicxxR`BKc@jBAn@q@c@,name_pattern
Monk's Hill Flats,_p~FclxxRZp@v@l@GPmFlAqEl@UiBxB[RS,name_pattern
Elizabeth Heights,aj~FatwxRt@rCDdA{@JIOu@KUwA[DYgA,name_pattern
Sarkies Gardens,sr_GwpwxRb@f@nAeAc@i@,name_pattern
Sarkies Green,cq_GwmwxRU[]VNTFGDF,name_pattern
Balmoral Heights,_|_GuewxRh@n@|AyAm@g@,name_pattern
Goodwood Gardens,uv_GwcwxRAfCgAy@}@s@JQ,name_pattern
7 Draycott Drive,it~F}kvxROwBxA\KlB,name_pattern
7 Claymore Road,sp~FuavxRBc@r@y@fBp@o@`BSI,name_pattern
D' Grove Villas,ur~FkwuxRg@k@KA]XaA[`@uA|@]`A~@c@ZANh@b@,name_pattern
8 Orange Grove,ur~FkwuxR}@bAmBs@V_A`AZ\YJ@,name_pattern
Chelsea Gardens,im_GgsuxRwBcCr@qA`C^BJy@lALJKLTN,name_pattern
Le Grove,ks_GenuxRZj@VNZDb@?pA[{AcC,name_pattern
Belmond Green,ax_GatvxR_ByBwB|AJL_@h@}@m@i@hCjAPLm@bCbBp@g@o@y@,name_pattern
38 Stevens Road,qy_GmxuxRvAa@VSB@rA`A_AvA,name_pattern
Juniper Hill,ud`GwivxRg@dCfCQ|@kBe@Gk@?,name_pattern
Pinewood Gardens,q~_GokvxR`BJXFq@`CYKwBtGc@M}@Y`@iAOSr@mB|@kB,name_pattern
Nim Rise,wqlGqt|xRJOj@eB`A{CFIPCi@vHCQ[eB,highway_name
Nim Terrace,umlGy_}xRPfA~@`GBR,highway_name
Tampines Street 64,gijGsojyRe@{Bg@kBo@cBi@mA{AaDRKdCpFn@fBf@hBNp@R|@sHiSFPA\MUIQdIzUCSREBR,highway_name
S.Hill.CP,qfkGq`vxR\AEmC]@DbC,name_pattern
Sin Ming Place,g`iGo`xxRICi@Sa@O]Ei@BKCCI@]BADAPFvBn@RNHB,highway_name
Woodlands border checkpoint (cars) - zone 4,}eyGw~ixRyBo@OEICWGKCQGIC,highway_name
Woodlands border checkpoint (cars) - zone 1,{dyGqajxRsBk@MEKCWGICQGIA,highway_name
Woodlands border checkpoint (cars) - 2/09,aeyGeajxRGBMJIr@?GAQ,highway_name
Woodlands border checkpoint (cars) - 2/10,oeyGkajxRGDMHIr@?GAQ,highway_name
Woodlands border checkpoint (cars) - 2/11,yeyGoajxREFMHIr@?ICQ,highway_name
Woodlands border checkpoint (cars) - 2/12,gfyGsajxREBMJIr@AG?S,highway_name
Woodlands border checkpoint (cars) - 2/13,ofyGwajxRGFKHGr@AMAM,highway_name
Woodlands border checkpoint (cars) - 2/14,agyG_bjxRIHKFGr@AMAM,highway_name
Woodlands border checkpoint (cars) - 2/15,kgyGabjxRGFIFIr@AIAQ,highway_name
Woodlands border checkpoint (cars) - 2/16,{gyGgbjxRGFKFIr@?KAO,highway_name
Woodlands border checkpoint (cars) - 2/17,ahyGkbjxRGFKHIr@AIAS,highway_name
Woodlands border checkpoint (cars) - 2/18,shyGqbjxRGDKHIr@AGAS,highway_name
Woodlands Border Checkpoint - Zone 3,o}yGksjxR`@AZBrA\tA\B@h@RXHRFH@wA[\LVHPFJ@}A}ARCfANNDJD,highway_name
Woodlands Border Checkpoint - Zone 2,q|yG}sjxRhADp@HpAPxAPZJ,highway_name
Woodlands Border Checkpoint - Zone 1,q|yG}sjxRZEt@@h@FlAJXDfAPPFJB,highway_name
Rail Corridor Access,wo~F_unxRy@ScAC{@HCO}u@ld@vA[LI\MVZ,highway_name
North Buona Vista Link,_~}F{|nxRGMyCsDv@f@b@\X^f@p@oAgAg@c@EC`BbBW_@yAkFS`AC\@NB`@i@?QJQN_@L`H|BDLyEmEQKHOPL,highway_name
Holland Green Linear Park,ajbG_rnxRE?E@EBADAD@FBFBH\d@`@l@@BJ^HXh@vAFj@Vv@Lb@@ZBHt@vBLx@BVXlF?`@?R?P?L?LARcC`IMVQXg@t@SZKTG`@?^DVDHBDFHNJNHJFRJLFZb@R\Rl@Ff@Zqc@YQ}@_AIOCQ@MFOLY,highway_name
30SCE Parade Square,{}cGi~zwRz@oAFD~AfAHF{@nAOKk@a@k@_@,highway_name
"Woodlands border checkpoint (motorcycles, bicycles biometric clearing)",afyGq~ixRQC}@OkA_@CAcCeAKA,highway_name
Jalan Batu Ferringgi,,highway_name
Mar Thoma Road Park,{ibGqq|xR~@[lApAKH,name_pattern
Central Imperial,ch_Gi|_yRvAO@D@P@ByAP,name_pattern
The Green Collection,otqFikwxREKWs@kAiAoAaEa@RdAtDZv@lAfB,name_pattern
Keng Kiat Street,gnyFqwvxRb@e@DE,highway_name
J-Link,encGesdxRe@oE?G`BxNKyA,highway_name
Kallang Park Conenctor,c`aGsu|xRFI?AHKRy@FuARu@t@_B`@u@`@SXE,highway_name
BBQ Terrace,{wvGknpxR?WR??JJ?ADA??D,name_pattern
Novena Square Office Tower A,az`Gk`yxRhAtAVSEEDEDDXUCAeAsAWTBDGFCE,name_pattern
Pristine Heights,wg`G}qzxRh@e@lAdAm@j@,name_pattern
Kentish Green,i``GkvzxR`D|D_A~@GA{AeBXWKO[V}@aA,name_pattern
Balestier Road Seventh-day Adventist Church,}v`Guc{xRo@bAvBvAp@aA,name_pattern
Luxus Hill Heights,izlGi{~xRIjASlC,highway_name
Kingston Terrace,wu`GymfyROmAaBZNdA,name_pattern
Urban Rise @ Woodlands,mrwGammxRiBf@KJcArGDH\FXF~ABN@XAb@Eh@Mf@U[i@,name_pattern
Along drain - Banana fields,ajcGycuxR_AkAi@i@{@c@u@sAs@w@I_@~DcLMU,highway_name
Aljunied Walk,qbaGui`yR@F@bBNb@h@nB,highway_name
Springdew Terrace,kkxFivnxRBPi@NuAZE@QBYK]IIAKCe@]MMi@e@LYa@KOJm@q@RGRG^FhBf@Oj@lBd@Ng@,name_pattern
Stagmont Park Connector,ginG}yfxRCF@F@HKhACd@Ab@Bb@Fd@Nt@Pt@HVFJDH@JA^?^`AvBOCQIGS?K?GGICEEMAGAKtC~BMC{@UqA{[@Fs@rGjA}K,highway_name
Canninghill Square,eg{F}hyxR`DzBITJFoCtDaB{@Te@kAo@CG?EBG,name_pattern
Cliff top path,c|hG{`kxREJGHMRGAU?GAIAIGOEAK?MEKAGCGGECKAIIQIGAU?MBG?UAMCQCMBIFA,highway_name
Sennett Avenue Linear Park,{w`GgbkyR?C|@OQYFGb@XpAUpHvDrAzBh@]FN@Fk@XACaA_B[g@mHuD,name_pattern
Hilltop Grove,{bhGsfhxR?sGxCA?`E_@lA,name_pattern
Brookvale Walk,wsbGaujxRgAjEEPAXIZU^UNYFYL]TIHKJaA`AiAjAS\Ef@Jd@RV`@PNDL@h@AJ@LJ@FjUym@xBiEHKNIg@l@`@MOXkAxB,highway_name
Costa Grove,_`lGwwlyRrBsEH]N[NUrBwEPo@f@oA@KAKAIGIQOa@SqCcAKx@{BbBsFxCDLjApDdAxDV\,name_pattern
Gentle Drive Playground,m|`GwkxxRRK?EBCHE@A@?D@HLPBS~@C?i@CBk@AC,name_pattern
Reservoir Track,_ukG_mpxRKb@M`@Jb@TTb@j@@BTTDf@Dd@d@b@^XVAAPLT\PSDHVFTAV[r@SP@f@KPBTJF\FRKXWd@FV?ZK\DJRJFVDN\EXFNd@DTd@?`@@b@D`@GJYQ]Dm@To@DaA`@Q\G^DXGXFf@Ht@_@r@_@UGGo@Ai@i@Yq@a@_@g@CQPu@\gAUo@IUSe@e@B_@O{@Dk@Ko@a@QQf@QXIl@EVK\U^Yd@c@f@k@R]RUGu@No@IoA\aAH_@J_@?WCWLOEGGKw@Kk@c@o@v@fDP@VLx@`@Ih@B@HDXSPATAXEf@Cd@Ql@BTRx@Ij@@r@Bh@Bb@NXTL\A`@Gn@Oh@@nAHt@KZBZz@hIH]HQBo@Gi@k@OJe@Hk@Hm@VoAZu@\i@b@_@dA{@zAGpBl@jAl@d@|@g@|@]j@f@~@l@r@Az@oA`B?n@l@Ar@?vAM~AaAfAeA`As@fBP\tAi@|EkAdByDl@yAJ}AP{@bAaAd@y@z@yAJgBNoBL_@f@e@rA,highway_name
Town Council Cycling Path,}gxGcdpxR@IsCoHc@wAQg@CIIUq@oBIMMG@EFKEKEQGIKCEE?C?UmAuDOYQk@Oo@mA}DGKKbSOFwAZgGrBeA^i@Pm@Vi@h@_@v@w@jCIZs@~BEPq@~Ba@b@oAb@OKSMeAoDUy@o@oA{BaG`~@qPjBo@lA_@hA[pAAdAPf@V\VZVpDtCDNgcAjSpl@mWRIBAaNlFDIb@c@NGrAc@j@Qz@YjBk@bZpBLHjAv@r@X^P\FnAHb@BLFHFDEDCyJ}C}]xV@E@MGM,highway_name
River track,w}lGqmqxRU?ML]AYEk@I,highway_name
Marine Crescent Ville,wv}FqqfyRJLFNc@|GOfFjAAVG`@M|DcDbAeANa@Fc@IgCm@yCwDSEh@cCO,name_pattern
Marine Terrace Breeze,wv}FqqfyRD_AbCNDi@vDRsBkLgIa@u@zN,name_pattern
Marine Terrace Walk,cp}FcagyRgEoRiD`@i@rIlBLYhE,name_pattern
Montrose Terrace,cgaGsqwxRHIHEHGBAt@dAW^,name_pattern
B59,{jdGs`iyRWFMD,highway_name
Marine Parade Road Park,_a~FkxeyRt@[d@~Ae@T,name_pattern
Jem Parking (Out),afcGijexRDGFKeBe@FIFI@E,highway_name
pipeline track,ot`GqtpxRDPmFlBIGEB}FpB_JpDqDz@xGoB{@R_F|AkGvBKMmPjGcHbCEJEF,highway_name
Changi Airport Connector,o}cGi`tyRhA`@HBdA{Cr@yBlaAhZHBDEzGzB^H\@b@@d@Eh@Mj@Y^[TYtB}DNc@cXtCeNeFlJxCHDBDBJxAf@@Fy}Cap@e@|AOd@CJBFDDJBhC|@LFHBVFZN^X`F`BP\NRHDh@RDG|@NFNhAn@xAb@|CdAhCr@nAXNBFAFEJJDEFEFCJCdAGXKLCN?P?PDZFh@PFGVHNEZRDNPFlA`@`@Nv@TxBl@EJELt@TFQzC`AHCHI~@mCFAHBvFhBrEvAVHHUXHDOFOJB\JhA^Vw@qwAi]I@O@O?SGKECAEAe@Wa@[Yg@YW_AWmGqB~~C|o@j@P?F,highway_name
Changi Heights Playground,cfiGy}qyRb@iE`@zASx@d@XCDc@YAB,name_pattern
West Hill @ Bukit Batok,kuhG{kexRRo@HOJMJIHEPEZCdAS|@]`@_@HS\o@dBDl@?v@Kn@Fb@R`@TTNyDjFSPUXOX_ApAGFIBKAGCmAy@m@[[Uu@c@[Qc@Q,name_pattern
Former Rail Corridor,qcvGu{gxRCEKEMCEAGCMKWUEGIG,highway_name
Yishun Walk,gdsGcqvxRQ^e@hAi@nBmDfNpAmFBKh@yBxF_Ii@@[@_@HOVKRUh@g@lBGT]|Ag@zBCJmAlF,highway_name
Playground between Blk 28 and Blk 29 Marine Crescent,cp}F_qfyR?MLGN?DLAJ,name_pattern
Footpath,magG_z}xRLQLYPa@d@aA\y@DGh~@lvVd@Ap@Tz@ZpAh@p@J~@R|ANt@BFDBD?H?FAFGTCJARCb@Ih@Kl@KVIRGJe@p@EFED?@A?KNIL,highway_name
Marsiling Shortlink 1,}nwGe}jxRfBi@F?N?D?NCBCDEBCdAMlC_@bIw@Z?TD,highway_name
Woods Square CPN 1,whwGqgmxR@IH?FEN[`@}@Fc@T_AJk@AMAAACEEIEi@GKAQAM@_@HeAXEF,highway_name
Woods Square CPN 2,}dwGyqmxR@IFGDKAq@?k@AQ?Y,highway_name
TC,czyGahsxRC?C@qEp@m@M_@c@a@uAu@}C[qAm@iCI[WmACOAGCIF?DKLMDALERGb@MNEPEJCPEXG@AJCRKXOXCLBFDJVBH_PqL@HBHDP~@dCV^HPLx@d@nAf@~ANf@GS~IHTbAD`@,highway_name
Playground at 25 Jalan Membina,kvyFinuxR?DCNNHTG?G@OUI,name_pattern
Walkway at 25 Jalan Membina Residential Building,uvyFoluxRICNm@Je@,highway_name
Walkway of 25 Jalan Membina Residential,iuyFymuxRXAAQXA,highway_name
Walkway at 25 Jalan Membina,owyFknuxR^HD@,highway_name
drop off area,ux~FspoxRR?LL,highway_name
Rochelle at Newton,as_G{rxxRpAAF?,highway_name
Sengkang Riverside Bridge,{lpGkbayRVy@HWX{@Lg@Ha@B_@FkABg@Bm@@UKSUSc@M,highway_name
Jalan Rasok Park,{usGephxRnB|AcAnAWTKHCC,name_pattern
Plantation Crescent,o~gGmpcxRe@d@{@x@sClCjFwFhBeBt@s@^_@j@e@n@]RKvHc@f@Ff@Ld@Px@b@v@d@t@v@l@l@q@U_A_Ao@i@{@c@i@O]Kk@Ku@Es@Ao@Bo@Fq@L]L__@r[dA_Av@q@rEoDoAjAwBtBfF_GLONNMNjR}PWL]Pc@^o@j@k@j@gLxJ`@c@fQaOnRtEMO}d@lJk@l@s@L`@_@aKpJTTKJWUha@y]p@Mp@Ip@Ev@@sUtMcItH}BrCy@z@nBcCBBjn@mR,highway_name
Tengah Boulevard,cvhGaucxRzCvC~EzEgbAin@rFz@pGj@f@Nx@RbCp@bAh@WNaAc@uEiAuGo@oFcAb~AljAIYISMSkAy@mWiWsDkDeEyDxh@de@`@JZDD@d@DD?|BF}MkDsCqCcAiBd@d@w@SSSsKsKOOjAl@tCtCbDxCwJmJNNuWcVMMuA{Ac@c@KKOMPUNNHH\\|A`BrGpGRRb[pZos@as@JJxG|GIXyGgHKKkf@mKOCwFmAkASBOlARtFfAPDtnAps@i@i@|@dBe@k@g@k@sM_MQS\\PSyAwAgEgERRnDpEaE}Dva@ba@sDiDd[tSsA?SCWAAAC?]GmDgCpAz@ZLwJcHp@JxB~BcyAycADUt`B~iA}@zA?QwbAwcA[HRJ,highway_name
Air House / The Green House,ofdG{esxRACCE?EBEBCB?D?DD@B?DTLk@bAQIJSMG,name_pattern
CPN,mcnGuejxRLDJDj@Px@\vAf@lAf@cI_E~AiDBGPc@r@wA@E@A~@oBn@qAlA_CvGb\k@]WKQGSEcAMoBUh@c[wHhj@p@y@@E?E?EAEACnKdHHAHEbAk@r@c@LI`@URQJKHOBKDKDKBS?OA[SaBIa@Mo@Os@Sc@GMMQOObEh[e@EMEm@KWGi@SOGSKOMGG[WEEIG[_@q@aAKOACA?qFtQ]IkCq@OGGGIKEGGOGMYa@CIEKE_@IS?C[{@CGmAiDrB|C@@B@B?B?DADA`Am@LIx@s@f@[DEBE@G?EEKGISU[UUWQSgB_BLwBLERSJKDyDXToFwGd@?DA@?FK?QBa@@SBUFWPe@p@}AfNp[CFEDqAv@C@WJy@`@C@WRp\zA?DBHFNRh@LZDFDNBNBJ?F?LEZ,highway_name
Alexandra Canal Linear Park,e|{FyorxRAHAJ,highway_name
Jurassic Mile - Changi Airport Connector,awcGygtyRzCQtBp@fBj@d@NrExAjZpJ,highway_name
Tampines North Bus Interchange,ygjGuqkyRiBeAGK@MNUNWFEJDnBdABFAJOXKLHJNJf@DQ`@y@u@,highway_name
University Road Park,o{aG}}sxRz@BOlCKH}@GDy@@aA,name_pattern
Villa Verde Bridge,ijnGkegxR@w@IU?uBF??^F??e@S??GR?@g@,highway_name
18 Ah Hood Road,}fbGikyxRM??e@L?,name_pattern
McNair Heights,ud`Goy{xR[p@Un@a@v@MNS^KZ_@r@GFKBGAICqB{ASMvC{DZTdAsA,name_pattern
Dickenson Hill Road,wcyF}{xxR\Kl@QZK,highway_name
Central Library Plaza,ef|Fq`kxRDAPIHOGQWW?A?AB?XH^HNFYrAGZCFI_@KSCCEE,highway_name
Marina Centre Bus Terminal,ozzFeo|xRK?c@?wDUkBYQC,highway_name
Ten Square,_j}FqfzxRB?L?DMKIAA,name_pattern
temporary foot path,ghlG}|gyR_@fBNZ,highway_name
Bidadari PCN,wedGer~xRDFJFJD|AJl@DHAHCiGa@N@ZDJ@_AUGKrAZ}Hu@d@FTFnAHhAFtHx@BBZDBAFEYDcSoBbAH`RhBJF~@F^@VDHBPHj@VJHVTTVZ^JRDN@DFXJ^FVBb@?V@\?HBN,highway_name
Loyang North Drive,yykGyhqyRIMgDeEyM{XKS,highway_name
Tampines Street 95,ofeGivkyRp@?|DMdGWp@AjABjAFh@LfAVo@EYGi@KiAKkAAo@BiGT}DPjW@CHIC_YUNLO@,highway_name
"618A, 618B, 619A, 619B",w_iGiukyR?rB?fBM?K?AgB?_ADKY{@,highway_name
